qnt,c2_p,c4_p,c5_p,c2_p_normalized,c4_p_normalized,c5_p_normalized,c2_real,c4_real,c5_real
PACC_syn,0.47,0.52,0.79,0.26,0.29,0.44,0.59,0.27,0.14
X_syn,0.17,0.0,0.33,0.34,0.0,0.66,0.59,0.27,0.14
MAX_syn,0.17,0.0,0.33,0.34,0.0,0.66,0.59,0.27,0.14
T50_syn,0.34,0.98,0.96,0.15,0.43,0.42,0.59,0.27,0.14
MS_syn,0.41,0.76,0.85,0.2,0.38,0.42,0.59,0.27,0.14
MS2_syn,0.4,0.7,0.84,0.21,0.36,0.44,0.59,0.27,0.14
SMM_syn,0.55,0.97,1.0,0.22,0.38,0.4,0.59,0.27,0.14
HDy_syn,0.46,0.99,0.91,0.19,0.42,0.39,0.59,0.27,0.14
CC2,0.51,0.35,0.14,0.51,0.35,0.14,0.59,0.27,0.14
PWK,0.49,0.34,0.17,0.49,0.34,0.17,0.59,0.27,0.14
HDx,0.81,0.08,0.04,0.81,0.08,0.04,0.59,0.27,0.14
GAC,0.0,1.0,0.0,0.0,1.0,0.0,0.59,0.27,0.14
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.59,0.27,0.14
FM,0.34,0.66,0.0,0.34,0.66,0.0,0.59,0.27,0.14
EMQ,0.55,0.26,0.19,0.55,0.26,0.19,0.59,0.27,0.14
KDEyHD,0.0,1.0,0.0,0.0,1.0,0.0,0.59,0.27,0.14
KDEyCS,0.0,1.0,0.0,0.0,1.0,0.0,0.59,0.27,0.14
KDEyML,0.0,1.0,0.0,0.0,1.0,0.0,0.59,0.27,0.14
CC,0.45,0.84,0.86,0.21,0.39,0.4,0.59,0.27,0.14
PCC,0.48,0.67,0.83,0.24,0.34,0.42,0.59,0.27,0.14
ACC,0.54,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
PACC,0.38,1.0,0.95,0.16,0.43,0.41,0.59,0.27,0.14
T50,0.4,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
MAX,0.56,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
MS,0.48,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
MS2,0.49,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
X,0.56,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
SMM,0.38,1.0,0.95,0.16,0.43,0.41,0.59,0.27,0.14
DyS,0.4,0.96,0.94,0.17,0.42,0.41,0.59,0.27,0.14
DySyn,0.39,1.0,0.92,0.17,0.43,0.4,0.59,0.27,0.14
HDy,0.44,0.95,0.98,0.19,0.4,0.41,0.59,0.27,0.14
ACC_syn,0.39,0.79,0.86,0.19,0.39,0.42,0.59,0.27,0.14
PACC_syn,0.42,0.49,0.83,0.24,0.28,0.48,0.59,0.27,0.14
X_syn,0.06,0.0,0.34,0.15,0.0,0.85,0.59,0.27,0.14
MAX_syn,0.06,0.0,0.34,0.15,0.0,0.85,0.59,0.27,0.14
T50_syn,0.38,0.96,1.0,0.16,0.41,0.43,0.59,0.27,0.14
MS_syn,0.34,0.8,0.86,0.17,0.4,0.43,0.59,0.27,0.14
MS2_syn,0.33,0.73,0.86,0.17,0.38,0.45,0.59,0.27,0.14
SMM_syn,0.45,1.0,0.91,0.19,0.42,0.39,0.59,0.27,0.14
HDy_syn,0.37,1.0,0.97,0.16,0.43,0.41,0.59,0.27,0.14
CC2,0.56,0.29,0.15,0.56,0.29,0.15,0.59,0.27,0.14
PWK,0.53,0.36,0.11,0.53,0.36,0.11,0.59,0.27,0.14
HDx,0.77,0.39,0.02,0.77,0.39,0.02,0.59,0.27,0.14
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.59,0.27,0.14
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.59,0.27,0.14
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.59,0.27,0.14
EMQ,0.61,0.24,0.15,0.61,0.24,0.15,0.59,0.27,0.14
KDEyHD,0.0,0.62,0.38,0.0,0.62,0.38,0.59,0.27,0.14
KDEyCS,0.0,0.89,0.11,0.0,0.89,0.11,0.59,0.27,0.14
KDEyML,0.0,0.85,0.15,0.0,0.85,0.15,0.59,0.27,0.14
CC,0.47,0.8,0.89,0.22,0.37,0.41,0.59,0.27,0.14
PCC,0.5,0.64,0.84,0.25,0.32,0.42,0.59,0.27,0.14
ACC,0.51,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
PACC,0.41,0.78,0.96,0.19,0.36,0.45,0.59,0.27,0.14
T50,0.38,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
MAX,0.48,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
MS,0.44,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
MS2,0.44,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
X,0.52,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
SMM,0.41,0.78,0.96,0.19,0.36,0.45,0.59,0.27,0.14
DyS,0.42,0.74,0.93,0.2,0.35,0.45,0.59,0.27,0.14
DySyn,0.46,1.0,0.96,0.19,0.41,0.4,0.59,0.27,0.14
HDy,0.46,0.76,0.99,0.21,0.34,0.45,0.59,0.27,0.14
ACC_syn,0.41,0.65,0.89,0.21,0.34,0.46,0.59,0.27,0.14
PACC_syn,0.45,0.53,0.81,0.25,0.3,0.45,0.59,0.27,0.14
X_syn,0.15,0.0,0.41,0.27,0.0,0.73,0.59,0.27,0.14
MAX_syn,0.15,0.0,0.41,0.27,0.0,0.73,0.59,0.27,0.14
T50_syn,0.36,0.96,1.0,0.15,0.41,0.43,0.59,0.27,0.14
MS_syn,0.37,0.73,0.88,0.19,0.37,0.44,0.59,0.27,0.14
MS2_syn,0.37,0.58,0.85,0.2,0.32,0.47,0.59,0.27,0.14
SMM_syn,0.51,0.9,1.0,0.21,0.37,0.41,0.59,0.27,0.14
HDy_syn,0.42,1.0,0.97,0.18,0.42,0.41,0.59,0.27,0.14
CC2,0.56,0.32,0.12,0.56,0.32,0.12,0.59,0.27,0.14
PWK,0.55,0.25,0.2,0.55,0.25,0.2,0.59,0.27,0.14
HDx,0.83,0.1,0.02,0.83,0.1,0.02,0.59,0.27,0.14
GAC,0.0,1.0,0.0,0.0,1.0,0.0,0.59,0.27,0.14
GPAC,0.0,1.0,0.0,0.0,1.0,0.0,0.59,0.27,0.14
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.59,0.27,0.14
EMQ,0.55,0.36,0.09,0.55,0.36,0.09,0.59,0.27,0.14
KDEyHD,0.0,0.72,0.28,0.0,0.72,0.28,0.59,0.27,0.14
KDEyCS,0.0,0.93,0.07,0.0,0.93,0.07,0.59,0.27,0.14
KDEyML,0.0,0.68,0.32,0.0,0.68,0.32,0.59,0.27,0.14
CC,0.48,0.8,0.83,0.23,0.38,0.39,0.59,0.27,0.14
PCC,0.51,0.64,0.8,0.26,0.33,0.41,0.59,0.27,0.14
ACC,0.49,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
PACC,0.42,0.82,0.88,0.2,0.39,0.41,0.59,0.27,0.14
T50,0.38,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
MAX,0.51,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
MS,0.42,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
MS2,0.42,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
X,0.52,0.0,0.0,1.0,0.0,0.0,0.59,0.27,0.14
SMM,0.42,0.82,0.88,0.2,0.39,0.42,0.59,0.27,0.14
DyS,0.44,0.76,0.88,0.21,0.37,0.42,0.59,0.27,0.14
DySyn,0.46,1.0,0.94,0.19,0.42,0.39,0.59,0.27,0.14
HDy,0.46,0.77,0.97,0.21,0.35,0.44,0.59,0.27,0.14
ACC_syn,0.48,0.74,0.81,0.24,0.36,0.4,0.59,0.27,0.14
PACC_syn,0.45,0.53,0.78,0.26,0.3,0.44,0.59,0.27,0.14
X_syn,0.13,0.0,0.34,0.28,0.0,0.72,0.59,0.27,0.14
MAX_syn,0.13,0.0,0.34,0.28,0.0,0.72,0.59,0.27,0.14
T50_syn,0.38,0.96,0.96,0.17,0.42,0.42,0.59,0.27,0.14
MS_syn,0.38,0.74,0.81,0.2,0.38,0.42,0.59,0.27,0.14
MS2_syn,0.38,0.56,0.79,0.22,0.32,0.46,0.59,0.27,0.14
SMM_syn,0.5,0.95,1.0,0.2,0.39,0.41,0.59,0.27,0.14
HDy_syn,0.45,1.0,0.96,0.19,0.41,0.4,0.59,0.27,0.14
CC2,0.53,0.29,0.18,0.53,0.29,0.18,0.59,0.27,0.14
PWK,0.53,0.32,0.15,0.53,0.32,0.15,0.59,0.27,0.14
HDx,0.78,0.05,0.09,0.78,0.05,0.09,0.59,0.27,0.14
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.59,0.27,0.14
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.59,0.27,0.14
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.59,0.27,0.14
EMQ,0.58,0.22,0.2,0.58,0.22,0.2,0.59,0.27,0.14
KDEyHD,0.0,1.0,0.0,0.0,1.0,0.0,0.59,0.27,0.14
KDEyCS,0.0,0.83,0.17,0.0,0.83,0.17,0.59,0.27,0.14
KDEyML,0.0,1.0,0.0,0.0,1.0,0.0,0.59,0.27,0.14
CC,0.48,0.8,0.86,0.22,0.37,0.4,0.59,0.27,0.14
PCC,0.49,0.65,0.83,0.25,0.33,0.42,0.59,0.27,0.14
