qnt,batch_index,c1_p,c2_p,c3_p,c4_p,c5_p,c6_p,c7_p,c1_p_normalized,c2_p_normalized,c3_p_normalized,c4_p_normalized,c5_p_normalized,c6_p_normalized,c7_p_normalized,c1_real,c2_real,c3_real,c4_real,c5_real,c6_real,c7_real
MAX_cdt,714,0.0,0.1,0.0,0.0,0.0,0.06,0.0,0.0,0.62,0.0,0.0,0.0,0.38,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
T50_cdt,714,0.13,1.0,0.0,0.0,0.0,1.0,0.0,0.06,0.47,0.0,0.0,0.0,0.47,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS_cdt,714,0.0,0.99,1.0,0.0,0.0,0.99,0.0,0.0,0.33,0.34,0.0,0.0,0.33,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS2_cdt,714,0.0,0.94,0.0,0.0,0.0,0.99,0.0,0.0,0.49,0.0,0.0,0.0,0.51,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
SMM_cdt,714,0.9,0.97,0.0,1.0,0.35,0.98,0.85,0.18,0.19,0.0,0.2,0.07,0.19,0.17,0.05,0.18,0.53,0.02,0.04,0.07,0.11
HDy_cdt,714,0.96,1.0,0.81,1.0,0.27,1.0,0.89,0.16,0.17,0.14,0.17,0.05,0.17,0.15,0.05,0.18,0.53,0.02,0.04,0.07,0.11
CC2,714,0.25,0.24,0.0,0.03,0.37,0.05,0.06,0.25,0.24,0.0,0.03,0.37,0.05,0.06,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PWK,714,0.09,0.26,0.29,0.03,0.14,0.12,0.07,0.09,0.26,0.29,0.03,0.14,0.12,0.07,0.05,0.18,0.53,0.02,0.04,0.07,0.11
HDx,714,0.09,0.86,0.16,0.48,0.86,0.85,0.37,0.09,0.86,0.16,0.48,0.86,0.85,0.37,0.05,0.18,0.53,0.02,0.04,0.07,0.11
GAC,714,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
GPAC,714,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
FM,714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
EMQ,714,0.03,0.01,0.72,0.0,0.11,0.03,0.1,0.03,0.01,0.72,0.0,0.11,0.03,0.1,0.05,0.18,0.53,0.02,0.04,0.07,0.11
KDEyHD,714,0.0,0.21,0.0,0.0,0.33,0.0,0.46,0.0,0.21,0.0,0.0,0.33,0.0,0.46,0.05,0.18,0.53,0.02,0.04,0.07,0.11
KDEyCS,714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
KDEyML,714,0.0,0.11,0.0,0.0,0.74,0.0,0.15,0.0,0.11,0.0,0.0,0.74,0.0,0.15,0.05,0.18,0.53,0.02,0.04,0.07,0.11
CC,715,0.89,0.99,1.0,0.94,1.0,1.0,0.92,0.13,0.15,0.15,0.14,0.15,0.15,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PCC,715,0.81,0.76,0.97,0.94,0.73,0.86,0.94,0.14,0.13,0.16,0.16,0.12,0.14,0.16,0.05,0.18,0.53,0.02,0.04,0.07,0.11
ACC,715,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PACC,715,0.97,0.48,0.0,1.0,0.19,0.18,0.86,0.26,0.13,0.0,0.27,0.05,0.05,0.23,0.05,0.18,0.53,0.02,0.04,0.07,0.11
T50,715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MAX,715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS,715,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS2,715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
X,715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
SMM,715,0.97,0.48,0.0,1.0,0.19,0.18,0.86,0.26,0.13,0.0,0.27,0.05,0.05,0.23,0.05,0.18,0.53,0.02,0.04,0.07,0.11
DyS,715,0.95,0.38,0.71,1.0,0.18,0.4,0.89,0.21,0.08,0.16,0.22,0.04,0.09,0.2,0.05,0.18,0.53,0.02,0.04,0.07,0.11
DySyn,715,0.93,1.0,1.0,0.98,1.0,1.0,1.0,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
HDy,715,0.98,0.42,0.76,1.0,0.22,0.46,0.91,0.21,0.09,0.16,0.21,0.05,0.1,0.19,0.05,0.18,0.53,0.02,0.04,0.07,0.11
ACC_syn,715,0.89,0.99,1.0,0.94,1.0,1.0,0.92,0.13,0.15,0.15,0.14,0.15,0.15,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PACC_syn,715,0.81,0.73,0.97,0.94,0.7,0.86,0.94,0.14,0.12,0.16,0.16,0.12,0.14,0.16,0.05,0.18,0.53,0.02,0.04,0.07,0.11
X_syn,715,0.0,0.11,0.63,0.84,0.06,0.04,0.74,0.0,0.05,0.26,0.35,0.02,0.02,0.31,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MAX_syn,715,0.0,0.11,0.63,0.84,0.06,0.04,0.74,0.0,0.05,0.26,0.35,0.02,0.02,0.31,0.05,0.18,0.53,0.02,0.04,0.07,0.11
T50_syn,715,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS_syn,715,0.89,0.99,1.0,0.94,1.0,1.0,0.92,0.13,0.15,0.15,0.14,0.15,0.15,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS2_syn,715,0.85,0.95,1.0,0.94,0.93,1.0,0.92,0.13,0.14,0.15,0.14,0.14,0.15,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
SMM_syn,715,0.88,0.97,1.0,1.0,0.92,0.95,1.0,0.13,0.14,0.15,0.15,0.14,0.14,0.15,0.05,0.18,0.53,0.02,0.04,0.07,0.11
HDy_syn,715,0.96,1.0,0.99,0.97,1.0,1.0,0.99,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
DyS_cdt,715,0.95,1.0,0.71,1.0,1.0,0.4,0.89,0.16,0.17,0.12,0.17,0.17,0.07,0.15,0.05,0.18,0.53,0.02,0.04,0.07,0.11
ACC_cdt,715,0.0,0.99,1.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PACC_cdt,715,0.97,0.73,0.0,1.0,0.7,0.18,0.86,0.22,0.16,0.0,0.23,0.16,0.04,0.19,0.05,0.18,0.53,0.02,0.04,0.07,0.11
X_cdt,715,0.0,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.65,0.0,0.0,0.35,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MAX_cdt,715,0.0,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.65,0.0,0.0,0.35,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
T50_cdt,715,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS_cdt,715,0.0,0.99,1.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS2_cdt,715,0.0,0.95,0.0,0.0,0.93,0.0,0.0,0.0,0.51,0.0,0.0,0.49,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
SMM_cdt,715,0.97,0.97,0.0,1.0,0.92,0.18,0.86,0.2,0.2,0.0,0.2,0.19,0.04,0.18,0.05,0.18,0.53,0.02,0.04,0.07,0.11
HDy_cdt,715,0.98,1.0,0.76,1.0,1.0,0.46,0.91,0.16,0.16,0.13,0.16,0.16,0.07,0.15,0.05,0.18,0.53,0.02,0.04,0.07,0.11
CC2,715,0.16,0.16,0.0,0.05,0.54,0.01,0.08,0.16,0.16,0.0,0.05,0.54,0.01,0.08,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PWK,715,0.08,0.14,0.26,0.05,0.19,0.19,0.09,0.08,0.14,0.26,0.05,0.19,0.19,0.09,0.05,0.18,0.53,0.02,0.04,0.07,0.11
HDx,715,0.07,0.85,0.16,0.65,0.88,0.9,0.38,0.07,0.85,0.16,0.65,0.88,0.9,0.38,0.05,0.18,0.53,0.02,0.04,0.07,0.11
GAC,715,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
GPAC,715,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
FM,715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
EMQ,715,0.03,0.0,0.57,0.0,0.17,0.14,0.09,0.03,0.0,0.57,0.0,0.17,0.14,0.09,0.05,0.18,0.53,0.02,0.04,0.07,0.11
KDEyHD,715,0.0,0.16,0.0,0.0,0.16,0.0,0.68,0.0,0.16,0.0,0.0,0.16,0.0,0.68,0.05,0.18,0.53,0.02,0.04,0.07,0.11
KDEyCS,715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
KDEyML,715,0.07,0.09,0.0,0.0,0.44,0.0,0.41,0.07,0.09,0.0,0.0,0.44,0.0,0.41,0.05,0.18,0.53,0.02,0.04,0.07,0.11
CC,716,0.88,0.97,1.0,0.93,1.0,1.0,0.96,0.13,0.14,0.15,0.14,0.15,0.15,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PCC,716,0.77,0.76,0.97,0.94,0.75,0.89,0.95,0.13,0.13,0.16,0.16,0.12,0.15,0.16,0.05,0.18,0.53,0.02,0.04,0.07,0.11
ACC,716,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PACC,716,0.9,0.49,0.0,1.0,0.3,0.5,0.88,0.22,0.12,0.0,0.25,0.07,0.12,0.22,0.05,0.18,0.53,0.02,0.04,0.07,0.11
T50,716,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MAX,716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS,716,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS2,716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
X,716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
SMM,716,0.9,0.49,0.0,1.0,0.3,0.5,0.88,0.22,0.12,0.0,0.25,0.07,0.12,0.22,0.05,0.18,0.53,0.02,0.04,0.07,0.11
DyS,716,0.93,0.38,0.79,1.0,0.25,0.66,0.92,0.19,0.08,0.16,0.2,0.05,0.13,0.19,0.05,0.18,0.53,0.02,0.04,0.07,0.11
DySyn,716,0.93,1.0,1.0,0.97,1.0,1.0,0.99,0.13,0.15,0.15,0.14,0.15,0.15,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
HDy,716,0.97,0.43,0.86,1.0,0.25,0.79,0.93,0.19,0.08,0.16,0.19,0.05,0.15,0.18,0.05,0.18,0.53,0.02,0.04,0.07,0.11
ACC_syn,716,0.87,0.97,1.0,0.93,1.0,1.0,0.96,0.13,0.14,0.15,0.14,0.15,0.15,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PACC_syn,716,0.75,0.72,0.97,0.94,0.72,0.89,0.95,0.13,0.12,0.16,0.16,0.12,0.15,0.16,0.05,0.18,0.53,0.02,0.04,0.07,0.11
X_syn,716,0.0,0.13,0.66,0.85,0.05,0.04,0.72,0.0,0.05,0.27,0.35,0.02,0.02,0.29,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MAX_syn,716,0.0,0.13,0.66,0.85,0.05,0.04,0.72,0.0,0.05,0.27,0.35,0.02,0.02,0.29,0.05,0.18,0.53,0.02,0.04,0.07,0.11
T50_syn,716,0.88,1.0,1.0,1.0,1.0,1.0,1.0,0.13,0.15,0.15,0.15,0.15,0.15,0.15,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS_syn,716,0.87,0.97,1.0,0.93,1.0,1.0,0.96,0.13,0.14,0.15,0.14,0.15,0.15,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS2_syn,716,0.78,0.91,1.0,0.93,0.95,1.0,0.96,0.12,0.14,0.15,0.14,0.14,0.15,0.15,0.05,0.18,0.53,0.02,0.04,0.07,0.11
SMM_syn,716,1.0,0.95,1.0,1.0,0.96,0.98,1.0,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.05,0.18,0.53,0.02,0.04,0.07,0.11
HDy_syn,716,0.94,1.0,0.99,0.95,1.0,1.0,0.99,0.14,0.15,0.14,0.14,0.15,0.15,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
DyS_cdt,716,0.93,0.38,0.79,1.0,1.0,0.66,0.92,0.16,0.07,0.14,0.18,0.18,0.12,0.16,0.05,0.18,0.53,0.02,0.04,0.07,0.11
ACC_cdt,716,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PACC_cdt,716,0.9,0.49,0.0,1.0,0.72,0.5,0.88,0.2,0.11,0.0,0.22,0.16,0.11,0.2,0.05,0.18,0.53,0.02,0.04,0.07,0.11
X_cdt,716,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MAX_cdt,716,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
T50_cdt,716,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS_cdt,716,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS2_cdt,716,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
SMM_cdt,716,0.9,0.49,0.0,1.0,0.96,0.5,0.88,0.19,0.1,0.0,0.21,0.2,0.11,0.19,0.05,0.18,0.53,0.02,0.04,0.07,0.11
HDy_cdt,716,0.97,0.43,0.86,1.0,1.0,0.79,0.93,0.16,0.07,0.14,0.17,0.17,0.13,0.16,0.05,0.18,0.53,0.02,0.04,0.07,0.11
CC2,716,0.29,0.17,0.0,0.06,0.44,0.0,0.04,0.29,0.17,0.0,0.06,0.44,0.0,0.04,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PWK,716,0.11,0.24,0.23,0.04,0.17,0.11,0.1,0.11,0.24,0.23,0.04,0.17,0.11,0.1,0.05,0.18,0.53,0.02,0.04,0.07,0.11
HDx,716,0.11,0.8,0.16,0.48,0.83,0.82,0.37,0.11,0.8,0.16,0.48,0.83,0.82,0.37,0.05,0.18,0.53,0.02,0.04,0.07,0.11
GAC,716,0.16,0.0,0.0,0.0,1.0,1.0,1.0,0.16,0.0,0.0,0.0,1.0,1.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
GPAC,716,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
FM,716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
EMQ,716,0.04,0.06,0.6,0.0,0.09,0.12,0.09,0.04,0.06,0.6,0.0,0.09,0.12,0.09,0.05,0.18,0.53,0.02,0.04,0.07,0.11
KDEyHD,716,0.0,0.07,0.0,0.0,0.4,0.0,0.53,0.0,0.07,0.0,0.0,0.4,0.0,0.53,0.05,0.18,0.53,0.02,0.04,0.07,0.11
KDEyCS,716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
KDEyML,716,0.73,0.0,0.0,0.0,0.1,0.0,0.17,0.73,0.0,0.0,0.0,0.1,0.0,0.17,0.05,0.18,0.53,0.02,0.04,0.07,0.11
CC,717,0.85,0.96,1.0,0.93,0.99,0.99,0.95,0.13,0.14,0.15,0.14,0.15,0.15,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PCC,717,0.75,0.76,0.96,0.94,0.77,0.9,0.95,0.12,0.13,0.16,0.16,0.13,0.15,0.16,0.05,0.18,0.53,0.02,0.04,0.07,0.11
ACC,717,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PACC,717,0.87,0.49,0.0,1.0,0.39,0.7,0.88,0.2,0.11,0.0,0.23,0.09,0.16,0.2,0.05,0.18,0.53,0.02,0.04,0.07,0.11
T50,717,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MAX,717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS,717,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS2,717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
X,717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
SMM,717,0.87,0.49,0.0,1.0,0.39,0.7,0.88,0.2,0.11,0.0,0.23,0.09,0.16,0.2,0.05,0.18,0.53,0.02,0.04,0.07,0.11
DyS,717,0.92,0.39,0.69,0.98,0.28,0.83,0.91,0.18,0.08,0.14,0.2,0.06,0.17,0.18,0.05,0.18,0.53,0.02,0.04,0.07,0.11
DySyn,717,0.93,1.0,1.0,0.96,1.0,1.0,1.0,0.13,0.15,0.15,0.14,0.15,0.15,0.15,0.05,0.18,0.53,0.02,0.04,0.07,0.11
HDy,717,0.95,0.43,0.8,1.0,0.35,0.87,0.94,0.18,0.08,0.15,0.19,0.06,0.16,0.18,0.05,0.18,0.53,0.02,0.04,0.07,0.11
ACC_syn,717,0.83,0.95,1.0,0.93,0.99,0.99,0.95,0.13,0.14,0.15,0.14,0.15,0.15,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PACC_syn,717,0.73,0.73,0.96,0.94,0.74,0.9,0.95,0.12,0.12,0.16,0.16,0.13,0.15,0.16,0.05,0.18,0.53,0.02,0.04,0.07,0.11
X_syn,717,0.01,0.11,0.66,0.85,0.07,0.05,0.7,0.0,0.04,0.27,0.35,0.03,0.02,0.29,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MAX_syn,717,0.01,0.11,0.66,0.85,0.07,0.05,0.7,0.0,0.04,0.27,0.35,0.03,0.02,0.29,0.05,0.18,0.53,0.02,0.04,0.07,0.11
T50_syn,717,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS_syn,717,0.83,0.95,1.0,0.93,0.99,0.99,0.95,0.12,0.14,0.15,0.14,0.15,0.15,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS2_syn,717,0.78,0.92,1.0,0.93,0.95,0.99,0.95,0.12,0.14,0.15,0.14,0.15,0.15,0.15,0.05,0.18,0.53,0.02,0.04,0.07,0.11
SMM_syn,717,0.99,0.99,1.0,1.0,0.98,0.99,1.0,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
HDy_syn,717,0.93,1.0,0.99,0.96,1.0,1.0,0.99,0.14,0.15,0.14,0.14,0.15,0.15,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
DyS_cdt,717,0.92,0.39,0.69,0.98,0.28,1.0,0.91,0.18,0.07,0.13,0.19,0.05,0.19,0.18,0.05,0.18,0.53,0.02,0.04,0.07,0.11
ACC_cdt,717,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PACC_cdt,717,0.87,0.49,0.0,1.0,0.39,0.9,0.88,0.19,0.11,0.0,0.22,0.09,0.2,0.19,0.05,0.18,0.53,0.02,0.04,0.07,0.11
X_cdt,717,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MAX_cdt,717,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.08,0.0,0.92,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
T50_cdt,717,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS_cdt,717,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS2_cdt,717,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
SMM_cdt,717,0.87,0.49,0.0,1.0,0.39,0.99,0.88,0.19,0.11,0.0,0.22,0.08,0.21,0.19,0.05,0.18,0.53,0.02,0.04,0.07,0.11
HDy_cdt,717,0.95,0.43,0.8,1.0,0.35,1.0,0.94,0.17,0.08,0.15,0.18,0.06,0.18,0.17,0.05,0.18,0.53,0.02,0.04,0.07,0.11
CC2,717,0.29,0.21,0.0,0.07,0.35,0.03,0.05,0.29,0.21,0.0,0.07,0.35,0.03,0.05,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PWK,717,0.08,0.27,0.26,0.07,0.16,0.09,0.07,0.08,0.27,0.26,0.07,0.16,0.09,0.07,0.05,0.18,0.53,0.02,0.04,0.07,0.11
HDx,717,0.11,0.82,0.16,0.51,0.84,0.82,0.36,0.11,0.82,0.16,0.51,0.84,0.82,0.36,0.05,0.18,0.53,0.02,0.04,0.07,0.11
GAC,717,1.0,0.0,0.37,0.0,1.0,1.0,1.0,1.0,0.0,0.37,0.0,1.0,1.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
GPAC,717,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
FM,717,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
EMQ,717,0.06,0.09,0.71,0.04,0.01,0.02,0.07,0.06,0.09,0.71,0.04,0.01,0.02,0.07,0.05,0.18,0.53,0.02,0.04,0.07,0.11
KDEyHD,717,0.09,0.03,0.0,0.0,0.72,0.0,0.16,0.09,0.03,0.0,0.0,0.72,0.0,0.16,0.05,0.18,0.53,0.02,0.04,0.07,0.11
KDEyCS,717,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
KDEyML,717,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
CC,718,0.89,0.95,1.0,0.91,0.98,1.0,0.97,0.13,0.14,0.15,0.14,0.15,0.15,0.14,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PCC,718,0.81,0.75,0.96,0.93,0.72,0.87,0.95,0.14,0.12,0.16,0.16,0.12,0.15,0.16,0.05,0.18,0.53,0.02,0.04,0.07,0.11
ACC,718,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
PACC,718,0.96,0.45,0.0,1.0,0.16,0.29,0.87,0.26,0.12,0.0,0.27,0.04,0.08,0.23,0.05,0.18,0.53,0.02,0.04,0.07,0.11
T50,718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MAX,718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS,718,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
MS2,718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
X,718,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.18,0.53,0.02,0.04,0.07,0.11
